OrderID,ProductCategory,ProductID,Supplier,OriginCountry,DestinationCity,ShippingMode,OrderDate,ShipDate,DeliveryDate,PromisedDate,OrderStatus,UnitsOrdered,UnitCost,UnitPrice,ManufacturingCost,TransportationCost,DamagedUnits,ReturnStatus,SatisfactionScore
10303,Home Goods,HG-723,Global Imports,Vietnam,Houston,Land,1/10/2025,1/11/2025,,1/22/2025,Cancelled,295,86.11,187.81,25402.45,1143.11,0,No,
10304,Electronics,Model-A897,Global Imports,Germany,Phoenix,Sea,10/19/2023,10/20/2023,11/17/2023,11/16/2023,Delayed,152,33.5,74.08,5092,152.76,13,Yes,1
10305,Apparel,SKU-8340,Global Imports,China,New York,Express,1/24/2025,1/25/2025,1/26/2025,1/25/2025,Delayed,259,122.45,275.14,31714.55,3171.45,0,No,4
10306,Electronics,Model-D274,Global Imports,Vietnam,Los Angeles,Air,4/30/2025,5/5/2025,5/8/2025,5/7/2025,Delayed,173,92.82,227.16,16057.86,1204.34,0,Yes,3
10307,Home Goods,HG-593,National Logistics,USA,Chicago,Air,4/6/2024,4/7/2024,4/12/2024,4/13/2024,Delivered,367,97.84,179.69,35907.28,2693.05,0,No,5
10308,Electronics,Model-C260,Global Imports,China,Houston,Land,10/2/2024,10/5/2024,10/17/2024,10/20/2024,Delivered,273,124.26,292.71,33922.98,1526.53,0,No,5
10309,Home Goods,HG-871,National Logistics,Mexico,Phoenix,Express,5/20/2025,5/21/2025,5/22/2025,5/22/2025,Delivered,97,62.71,144.8,6082.87,608.29,0,No,5
10310,Electronics,Model-A897,Supplier A,USA,New York,Sea,8/28/2024,9/1/2024,9/27/2024,9/28/2024,Delivered,56,55.74,95.68,3121.44,93.64,0,No,5
10311,Apparel,SKU-2885,Global Imports,Vietnam,Los Angeles,Land,6/24/2025,6/26/2025,7/8/2025,7/10/2025,Delivered,466,114.12,204.27,53179.92,2393.1,0,No,5
10312,Electronics,Model-E903,Supplier B,USA,Chicago,Air,5/4/2025,5/8/2025,5/15/2025,5/16/2025,Delivered,108,96.2,186.27,10389.6,779.22,0,No,5
10313,Electronics,Model-B583,Supplier C,USA,Houston,Air,6/26/2024,6/29/2024,7/5/2024,7/8/2024,Delivered,107,138.01,271.54,14767.07,1107.53,0,No,5
10314,Home Goods,HG-871,Supplier B,China,Phoenix,Air,3/13/2025,3/17/2025,3/23/2025,3/23/2025,Delivered,434,123.85,253.01,53750.9,4031.32,24,Yes,2
10315,Electronics,Model-C260,Supplier A,China,New York,Sea,6/24/2025,6/27/2025,7/22/2025,7/22/2025,Delivered,298,133.87,241.1,39893.26,1196.8,0,No,5
10316,Apparel,SKU-8340,Supplier A,Vietnam,Los Angeles,Land,10/9/2023,10/12/2023,10/23/2023,10/23/2023,Delivered,150,133.66,289.37,20049,902.21,0,No,5
10317,Home Goods,HG-723,Supplier A,Germany,Chicago,Sea,5/18/2025,5/20/2025,6/29/2025,7/3/2025,Delivered,346,140.19,299.03,48505.74,1455.17,0,No,5
10318,Apparel,SKU-8340,Supplier C,USA,Houston,Land,8/31/2024,9/2/2024,9/7/2024,9/10/2024,Delivered,485,135.07,238.12,65508.95,2947.9,0,No,5
10319,Apparel,SKU-1750,Supplier B,USA,Phoenix,Air,12/11/2024,12/14/2024,,12/16/2024,Cancelled,275,110.01,213.78,30252.75,2268.96,0,No,
10320,Home Goods,HG-593,Supplier B,Vietnam,New York,Sea,4/10/2025,4/14/2025,5/16/2025,5/20/2025,Delivered,492,111.68,213.24,54946.56,1648.4,0,No,5
10321,Home Goods,HG-593,Supplier B,China,Los Angeles,Land,1/5/2025,1/6/2025,1/11/2025,1/14/2025,Delivered,243,91.61,170.91,22261.23,1001.76,0,No,5
10322,Home Goods,HG-792,Supplier C,Vietnam,Chicago,Air,5/2/2025,5/5/2025,5/11/2025,5/13/2025,Delivered,344,90.6,173.51,31166.4,2337.48,0,No,5
10323,Electronics,Model-B583,National Logistics,USA,Houston,Land,11/23/2024,11/28/2024,12/6/2024,12/5/2024,Delayed,112,103.79,183.41,11624.48,523.1,0,No,4
10324,Electronics,Model-E903,Supplier C,Germany,Phoenix,Express,3/31/2025,4/2/2025,4/4/2025,4/4/2025,Delivered,458,98.89,173.34,45291.62,4529.16,0,No,5
10325,Home Goods,HG-871,Global Imports,USA,New York,Sea,6/25/2024,6/30/2024,7/25/2024,7/28/2024,Delivered,390,132.46,204.25,51659.4,1549.78,0,No,5
10326,Electronics,Model-A897,Supplier B,Mexico,Los Angeles,Land,8/4/2025,8/9/2025,8/20/2025,8/20/2025,Delivered,324,123.67,240.6,40069.08,1803.11,23,Yes,2
10327,Home Goods,HG-753,Supplier B,USA,Chicago,Express,3/23/2025,3/27/2025,3/29/2025,3/29/2025,Delivered,412,78.1,188.9,32177.2,3217.72,0,No,5
10328,Electronics,Model-D274,Supplier B,Vietnam,Houston,Land,7/13/2024,7/18/2024,7/24/2024,7/24/2024,Delivered,112,66.84,131.21,7486.08,336.87,0,No,5
10329,Home Goods,HG-593,National Logistics,Vietnam,Phoenix,Air,10/4/2025,10/7/2025,10/10/2025,10/12/2025,Delivered,172,104.81,180,18027.32,1352.05,0,No,5
10330,Apparel,SKU-7098,Supplier C,China,New York,Air,3/25/2025,3/27/2025,4/3/2025,4/3/2025,Delivered,405,51.3,118.57,20776.5,1558.24,0,No,5
10331,Home Goods,HG-753,Supplier C,Germany,Los Angeles,Express,4/16/2025,4/20/2025,4/21/2025,4/25/2025,Delivered,219,147.94,291.57,32398.86,3239.89,0,No,5
10332,Apparel,SKU-8340,National Logistics,Mexico,Chicago,Sea,2/1/2025,2/6/2025,3/15/2025,3/15/2025,Delivered,70,44.66,73.99,3126.2,93.79,0,No,5
10333,Home Goods,HG-792,Supplier B,Germany,Houston,Sea,3/16/2025,3/21/2025,4/25/2025,4/26/2025,Delivered,239,40.01,78.92,9562.39,286.87,0,No,5
10334,Apparel,SKU-2885,Global Imports,Mexico,Phoenix,Land,9/11/2025,9/16/2025,9/21/2025,9/20/2025,Delayed,98,85.56,173.35,8384.88,377.32,0,Yes,3
10335,Electronics,Model-C260,Global Imports,Mexico,New York,Land,8/18/2024,8/23/2024,9/4/2024,9/4/2024,Delivered,246,46.68,76.79,11483.28,516.75,0,No,5
10336,Home Goods,HG-753,Global Imports,Germany,Los Angeles,Sea,1/3/2024,1/6/2024,2/5/2024,2/9/2024,Delivered,300,22.54,40.92,6762,202.86,0,No,5
10337,Electronics,Model-E903,Supplier C,Vietnam,Chicago,Express,11/3/2023,11/8/2023,11/10/2023,11/10/2023,Delivered,88,76.44,158.02,6726.72,672.67,0,No,5
10338,Electronics,Model-A897,Supplier B,Mexico,Houston,Land,7/17/2024,7/21/2024,8/1/2024,8/4/2024,Delivered,229,40.26,85.71,9219.54,414.88,0,No,5
10339,Electronics,Model-C260,National Logistics,USA,Phoenix,Sea,11/11/2023,11/12/2023,12/18/2023,12/21/2023,Delivered,453,41.62,90.14,18853.86,565.62,0,No,5
10340,Apparel,SKU-2885,Global Imports,Mexico,New York,Sea,2/26/2025,2/27/2025,3/30/2025,3/29/2025,Delayed,400,42.25,90.88,16900,507,0,No,4
10341,Apparel,SKU-7098,Supplier B,USA,Los Angeles,Sea,3/26/2024,3/28/2024,5/7/2024,5/11/2024,Delivered,251,67.25,104.39,16879.75,506.39,0,No,5
10342,Electronics,Model-B583,Supplier C,Germany,Chicago,Air,6/18/2025,6/21/2025,,6/28/2025,Cancelled,437,102.3,195.72,44705.1,3352.88,0,No,
10343,Home Goods,HG-753,Supplier B,China,Houston,Sea,5/1/2025,5/5/2025,6/14/2025,6/15/2025,Delivered,252,18.01,43.09,4538.52,136.16,0,No,5
10344,Electronics,Model-C260,National Logistics,Vietnam,Phoenix,Air,8/28/2024,8/29/2024,9/4/2024,9/6/2024,Delivered,179,58.88,139.75,10539.52,790.46,0,No,5
10345,Apparel,SKU-2885,National Logistics,Vietnam,New York,Air,9/8/2025,9/11/2025,9/13/2025,9/16/2025,Delivered,236,21.01,43.52,4958.36,371.88,0,No,5
10346,Apparel,SKU-7098,Global Imports,USA,Los Angeles,Sea,11/11/2023,11/15/2023,12/25/2023,12/26/2023,Delivered,221,82.78,170.81,18294.38,548.83,0,No,5
10347,Home Goods,HG-792,Supplier B,Vietnam,Chicago,Express,10/11/2024,10/15/2024,10/16/2024,10/20/2024,Delivered,76,30.67,63.98,2330.92,233.09,0,No,5
10348,Home Goods,HG-792,Supplier B,USA,Houston,Air,6/27/2024,6/30/2024,7/6/2024,7/10/2024,Delivered,481,132.65,213.66,63804.65,4785.35,0,No,5
10349,Electronics,Model-D274,Supplier B,Vietnam,Phoenix,Air,4/17/2024,4/21/2024,4/25/2024,4/27/2024,Delivered,95,50.24,80.12,4772.8,357.96,0,No,5
10350,Electronics,Model-E903,Global Imports,Germany,New York,Land,1/23/2025,1/28/2025,2/6/2025,2/10/2025,Delivered,462,18.63,41.36,8607.06,387.32,0,No,5
10351,Apparel,SKU-2885,National Logistics,Mexico,Los Angeles,Air,9/18/2024,9/20/2024,,9/24/2024,Cancelled,348,96.05,190.75,33425.4,2506.91,0,No,
10352,Home Goods,HG-871,Supplier C,Germany,Chicago,Air,1/28/2025,1/29/2025,2/3/2025,2/5/2025,Delivered,434,87.35,183.48,37909.9,2843.24,0,No,5
10353,Apparel,SKU-2885,Supplier A,Vietnam,Houston,Sea,4/17/2025,4/22/2025,5/25/2025,5/24/2025,Delayed,316,96.88,216.85,30614.08,918.42,0,No,4
10354,Electronics,Model-C260,National Logistics,Vietnam,Phoenix,Express,8/18/2024,8/21/2024,8/22/2024,8/25/2024,Delivered,144,85.67,177.1,12336.48,1233.65,0,No,5
10355,Apparel,SKU-1750,National Logistics,China,New York,Air,3/22/2024,3/23/2024,,4/1/2024,Cancelled,67,137.32,295.54,9200.44,690.03,0,No,
10356,Home Goods,HG-792,Supplier A,Vietnam,Los Angeles,Sea,10/13/2023,10/17/2023,11/26/2023,11/29/2023,Delivered,306,53.54,84.82,16383.24,491.5,0,No,5
10357,Home Goods,HG-753,Supplier A,Germany,Chicago,Express,12/3/2023,12/4/2023,12/7/2023,12/6/2023,Delayed,242,15.04,29.3,3639.68,363.97,0,Yes,3
10358,Electronics,Model-A897,Global Imports,China,Houston,Air,10/13/2024,10/15/2024,10/17/2024,10/17/2024,Delivered,371,84.44,160.21,31327.24,2349.54,0,No,5
10359,Apparel,SKU-6533,Supplier B,USA,Phoenix,Express,12/4/2023,12/9/2023,12/12/2023,12/14/2023,Delivered,160,148.34,350.93,23734.4,2373.44,0,No,5
10360,Apparel,SKU-8340,National Logistics,USA,New York,Sea,8/23/2024,8/26/2024,9/23/2024,9/22/2024,Delayed,362,86.62,177.65,31356.44,940.69,0,No,4
10361,Electronics,Model-B583,National Logistics,Mexico,Los Angeles,Sea,3/29/2025,3/30/2025,4/30/2025,4/29/2025,Delayed,255,106.83,233.53,27241.65,817.25,0,No,4
10362,Electronics,Model-D274,Supplier C,China,Chicago,Air,9/22/2024,9/26/2024,9/28/2024,10/2/2024,Delivered,168,109.15,270.13,18337.2,1375.29,0,No,5
10363,Home Goods,HG-871,Supplier A,China,Houston,Air,7/18/2024,7/20/2024,7/25/2024,7/27/2024,Delivered,430,101.78,164.93,43765.4,3282.4,0,No,5
10364,Electronics,Model-B583,Global Imports,Vietnam,Phoenix,Land,7/3/2025,7/6/2025,7/17/2025,7/18/2025,Delivered,295,145.19,333.77,42831.05,1927.4,0,No,5
10365,Apparel,SKU-8340,Supplier B,Germany,New York,Sea,6/8/2024,6/9/2024,7/7/2024,7/11/2024,Delivered,92,52.76,79.38,4853.92,145.62,0,No,5
10366,Apparel,SKU-1750,Supplier C,Mexico,Los Angeles,Express,7/15/2024,7/17/2024,7/20/2024,7/24/2024,Delivered,271,64.31,99.04,17428.01,1742.8,23,Yes,2
10367,Home Goods,HG-871,Global Imports,Mexico,Chicago,Air,9/7/2025,9/10/2025,9/13/2025,9/14/2025,Delivered,221,78.33,131.33,17310.93,1298.32,0,No,5
10368,Apparel,SKU-8340,Supplier A,USA,Houston,Express,11/2/2024,11/6/2024,,11/9/2024,Cancelled,497,67.04,148.18,33318.88,3331.89,0,No,
10369,Electronics,Model-D274,Global Imports,USA,Phoenix,Express,2/29/2024,3/2/2024,,3/6/2024,Cancelled,342,59.57,98.75,20372.94,2037.29,0,No,
10370,Apparel,SKU-1750,Global Imports,Vietnam,New York,Sea,6/26/2024,6/30/2024,7/21/2024,7/20/2024,Delayed,306,145.98,267.62,44669.88,1340.1,0,No,4
10371,Electronics,Model-D274,Supplier B,Vietnam,Los Angeles,Sea,1/5/2024,1/10/2024,2/1/2024,1/31/2024,Delayed,428,35.08,78.29,15014.24,450.43,0,Yes,3
10372,Electronics,Model-E903,Supplier A,USA,Chicago,Sea,12/10/2023,12/15/2023,1/13/2024,1/17/2024,Delivered,495,49.73,119.38,24616.35,738.49,33,No,3
10373,Electronics,Model-C260,Supplier B,USA,Houston,Land,3/20/2024,3/22/2024,4/2/2024,4/1/2024,Delayed,148,38.07,59.09,5634.36,253.55,14,No,2
10374,Apparel,SKU-8340,Supplier C,Mexico,Phoenix,Air,5/23/2024,5/27/2024,5/31/2024,6/1/2024,Delivered,266,147.85,295.84,39328.1,2949.61,0,No,5
10375,Apparel,SKU-7098,National Logistics,China,New York,Express,4/11/2024,4/13/2024,4/15/2024,4/17/2024,Delivered,342,111.09,184.4,37992.78,3799.28,0,No,5
10376,Home Goods,HG-593,Supplier A,Mexico,Los Angeles,Air,12/27/2023,1/1/2024,1/7/2024,1/10/2024,Delivered,157,37.73,66.13,5923.61,444.27,0,No,5
10377,Electronics,Model-C260,Global Imports,USA,Chicago,Express,10/6/2024,10/7/2024,10/10/2024,10/12/2024,Delivered,191,64.75,129.34,12367.25,1236.73,0,No,5
10378,Electronics,Model-E903,Supplier B,Mexico,Houston,Express,2/25/2024,2/29/2024,3/1/2024,3/5/2024,Delivered,454,77.93,145.96,35380.22,3538.02,4,Yes,2
10379,Electronics,Model-B583,Supplier B,China,Phoenix,Air,1/22/2024,1/24/2024,,1/28/2024,Cancelled,475,95.61,228.95,45414.75,3406.11,0,No,
10380,Electronics,Model-A897,National Logistics,Vietnam,New York,Express,9/1/2024,9/4/2024,9/7/2024,9/10/2024,Delivered,469,77.22,138.87,36216.18,3621.62,0,No,5
10381,Apparel,SKU-2885,Supplier C,Germany,Los Angeles,Express,4/18/2025,4/19/2025,4/22/2025,4/22/2025,Delivered,371,75.26,140.65,27921.46,2792.15,0,No,5
10382,Apparel,SKU-2885,Supplier A,USA,Chicago,Express,6/22/2025,6/23/2025,6/24/2025,6/27/2025,Delivered,144,30.21,47.96,4350.24,435.02,0,No,5
10383,Apparel,SKU-6533,Supplier A,Vietnam,Houston,Land,2/17/2025,2/18/2025,2/23/2025,2/26/2025,Delivered,154,23.44,51.53,3609.76,162.44,0,No,5
10384,Apparel,SKU-7098,Supplier A,Vietnam,Phoenix,Express,3/3/2024,3/8/2024,3/11/2024,3/10/2024,Delayed,203,20.88,38.42,4238.64,423.86,0,No,4
10385,Home Goods,HG-723,National Logistics,Vietnam,New York,Express,11/17/2023,11/19/2023,11/21/2023,11/24/2023,Delivered,378,44.49,91.79,16817.22,1681.72,0,No,5
10386,Apparel,SKU-8340,Supplier A,USA,Los Angeles,Express,9/30/2025,10/2/2025,10/3/2025,10/4/2025,Delivered,359,146.83,274.63,52711.97,5271.2,0,No,5
10387,Electronics,Model-D274,Supplier C,China,Chicago,Land,9/14/2024,9/15/2024,9/24/2024,9/27/2024,Delivered,364,42.27,64.94,15386.28,692.38,0,No,5
10388,Home Goods,HG-792,National Logistics,Vietnam,Houston,Express,11/23/2024,11/25/2024,11/28/2024,11/28/2024,Delivered,475,30.6,72.81,14535,1453.5,0,No,5
10389,Electronics,Model-A897,Supplier B,Vietnam,Phoenix,Express,10/28/2024,10/30/2024,10/31/2024,11/1/2024,Delivered,453,40.29,64.27,18251.37,1825.14,0,No,5
10390,Home Goods,HG-871,National Logistics,China,New York,Air,10/18/2024,10/23/2024,10/27/2024,10/26/2024,Delayed,379,62.05,104.02,23516.95,1763.77,0,No,4
10391,Apparel,SKU-7098,Supplier B,USA,Los Angeles,Land,2/18/2025,2/23/2025,3/2/2025,3/1/2025,Delayed,202,109.84,268.99,22187.68,998.45,0,No,4
10392,Electronics,Model-D274,Supplier C,Vietnam,Chicago,Express,8/2/2024,8/3/2024,8/4/2024,8/5/2024,Delivered,424,45.39,85.15,19245.36,1924.54,0,No,5
10393,Apparel,SKU-6533,Supplier A,China,Houston,Air,4/17/2025,4/19/2025,4/22/2025,4/24/2025,Delivered,173,143.74,309.93,24867.02,1865.03,0,No,5
10394,Home Goods,HG-871,National Logistics,USA,Phoenix,Air,4/20/2025,4/23/2025,4/25/2025,4/27/2025,Delivered,212,138.34,327.61,29328.08,2199.61,0,No,5
10395,Apparel,SKU-2885,Global Imports,Mexico,New York,Express,12/27/2024,12/29/2024,12/30/2024,1/2/2025,Delivered,399,54.34,115.58,21681.66,2168.17,0,No,5
10396,Electronics,Model-C260,Supplier B,Vietnam,Los Angeles,Express,10/18/2023,10/23/2023,10/24/2023,10/26/2023,Delivered,480,12.04,26.06,5779.2,577.92,0,No,5
10397,Apparel,SKU-1750,Supplier B,USA,Chicago,Air,7/30/2024,8/3/2024,8/9/2024,8/13/2024,Delivered,150,45.19,81.13,6778.5,508.39,0,No,5
10398,Home Goods,HG-723,Supplier A,Mexico,Houston,Sea,1/17/2024,1/19/2024,2/16/2024,2/15/2024,Delayed,54,118.31,286.47,6388.74,191.66,0,Yes,3
10399,Apparel,SKU-6533,Supplier B,China,Phoenix,Sea,12/9/2024,12/12/2024,1/13/2025,1/15/2025,Delivered,466,59.64,95.76,27792.24,833.77,0,No,5
10400,Apparel,SKU-8340,Supplier A,Vietnam,New York,Express,11/27/2024,11/28/2024,11/30/2024,12/4/2024,Delivered,204,105.54,172.33,21530.16,2153.02,0,No,5
10401,Apparel,SKU-6533,Supplier C,Mexico,Los Angeles,Air,7/8/2024,7/13/2024,7/20/2024,7/21/2024,Delivered,363,15.5,36.81,5626.5,421.99,16,No,3
10402,Home Goods,HG-792,Global Imports,Vietnam,Chicago,Air,10/19/2024,10/24/2024,10/26/2024,10/28/2024,Delivered,122,79.1,149.93,9650.2,723.77,0,No,5
10403,Apparel,SKU-2885,Supplier C,USA,Houston,Sea,6/20/2024,6/24/2024,7/26/2024,7/28/2024,Delivered,366,16.49,24.86,6035.34,181.06,0,No,5
10404,Electronics,Model-A897,Supplier A,Vietnam,Phoenix,Sea,1/8/2025,1/11/2025,2/16/2025,2/18/2025,Delivered,401,18.42,32.01,7386.42,221.59,0,No,5
10405,Apparel,SKU-1750,Supplier C,USA,New York,Land,3/7/2024,3/11/2024,3/22/2024,3/23/2024,Delivered,66,48.25,96.48,3184.5,143.3,0,No,5
10406,Home Goods,HG-753,Global Imports,Germany,Los Angeles,Express,2/24/2024,2/25/2024,2/28/2024,2/29/2024,Delivered,403,52.25,85.35,21056.75,2105.68,0,No,5
10407,Apparel,SKU-7098,Supplier B,China,Chicago,Land,5/3/2025,5/6/2025,5/12/2025,5/11/2025,Delayed,104,28.09,45.92,2921.36,131.46,0,Yes,3
10408,Apparel,SKU-2885,National Logistics,Germany,Houston,Air,10/15/2024,10/16/2024,10/20/2024,10/22/2024,Delivered,500,129.84,311.32,64920,4869,0,No,5
10409,Electronics,Model-D274,Supplier A,China,Phoenix,Land,5/1/2024,5/3/2024,5/11/2024,5/15/2024,Delivered,50,80.64,125.77,4032,181.44,0,No,5
10410,Apparel,SKU-7098,National Logistics,USA,New York,Sea,12/15/2023,12/18/2023,1/14/2024,1/16/2024,Delivered,96,92,154.83,8832,264.96,0,No,5
10411,Apparel,SKU-1750,Supplier A,Germany,Los Angeles,Sea,9/29/2024,10/1/2024,11/9/2024,11/12/2024,Delivered,227,70.14,126.02,15921.78,477.65,0,No,5
10412,Home Goods,HG-753,Global Imports,Mexico,Chicago,Sea,11/24/2024,11/27/2024,1/2/2025,1/2/2025,Delivered,133,40.45,94.52,5379.85,161.4,0,No,5
10413,Apparel,SKU-8340,Global Imports,Mexico,Houston,Express,8/19/2024,8/24/2024,8/25/2024,8/24/2024,Delayed,486,15.16,36.09,7367.76,736.78,0,No,4
10414,Home Goods,HG-593,Supplier C,USA,Phoenix,Land,7/22/2025,7/26/2025,8/4/2025,8/5/2025,Delivered,378,80.83,122.05,30553.74,1374.92,0,No,5
10415,Apparel,SKU-8340,Supplier B,Mexico,New York,Express,2/6/2024,2/11/2024,2/14/2024,2/15/2024,Delivered,333,109.6,245.5,36496.8,3649.68,0,No,5
10416,Electronics,Model-E903,Supplier B,Germany,Los Angeles,Air,9/10/2025,9/12/2025,9/14/2025,9/17/2025,Delivered,246,123.31,291.98,30334.26,2275.07,9,No,3
10417,Electronics,Model-A897,National Logistics,Mexico,Chicago,Sea,2/11/2025,2/16/2025,3/9/2025,3/12/2025,Delivered,68,30.77,61.77,2092.36,62.77,0,No,5
10418,Home Goods,HG-792,Supplier C,Vietnam,Houston,Air,6/6/2024,6/8/2024,6/10/2024,6/11/2024,Delivered,440,83.44,173.75,36713.6,2753.52,0,No,5
10419,Electronics,Model-A897,Global Imports,Vietnam,Phoenix,Land,1/3/2024,1/8/2024,1/19/2024,1/22/2024,Delivered,256,124.41,237.55,31848.96,1433.2,11,No,3
10420,Electronics,Model-D274,National Logistics,USA,New York,Sea,3/15/2024,3/16/2024,4/14/2024,4/15/2024,Delivered,212,124.64,300.56,26423.68,792.71,0,No,5
10421,Electronics,Model-C260,Global Imports,China,Los Angeles,Sea,11/18/2024,11/22/2024,12/26/2024,12/27/2024,Delivered,130,14.22,21.98,1848.6,55.46,0,No,5
10422,Apparel,SKU-7098,Supplier B,Vietnam,Chicago,Express,7/5/2025,7/8/2025,7/9/2025,7/8/2025,Delayed,413,142.89,303.46,59013.57,5901.36,0,Yes,3
10423,Apparel,SKU-1750,Supplier A,Mexico,Houston,Air,10/29/2024,11/1/2024,11/4/2024,11/5/2024,Delivered,184,40.43,99.94,7439.12,557.93,0,No,5
10424,Apparel,SKU-7098,Supplier C,Germany,Phoenix,Sea,9/15/2025,9/20/2025,10/23/2025,10/26/2025,Delivered,204,69.65,118.24,14208.6,426.26,0,No,5
10425,Electronics,Model-E903,Supplier C,Germany,New York,Air,4/26/2024,4/30/2024,5/3/2024,5/7/2024,Delivered,140,128.26,237.4,17956.4,1346.73,0,No,5
10426,Home Goods,HG-792,National Logistics,Mexico,Los Angeles,Land,3/20/2024,3/22/2024,3/31/2024,4/2/2024,Delivered,265,28.8,69.96,7632,343.44,2,Yes,2
10427,Electronics,Model-D274,National Logistics,China,Chicago,Air,7/10/2024,7/11/2024,7/13/2024,7/14/2024,Delivered,156,49.72,122,7756.32,581.72,0,No,5
10428,Apparel,SKU-8340,Global Imports,USA,Houston,Sea,5/20/2024,5/22/2024,6/20/2024,6/21/2024,Delivered,329,27.53,45.98,9057.37,271.72,0,No,5
10429,Home Goods,HG-593,Supplier B,Vietnam,Phoenix,Air,2/18/2024,2/21/2024,,2/23/2024,Cancelled,242,109.19,191.61,26423.98,1981.8,0,No,
10430,Apparel,SKU-7098,Supplier B,Vietnam,New York,Air,11/9/2024,11/10/2024,11/17/2024,11/16/2024,Delayed,247,33.02,63.37,8155.94,611.7,0,Yes,3
10431,Apparel,SKU-7098,Global Imports,USA,Los Angeles,Air,12/4/2024,12/9/2024,12/14/2024,12/16/2024,Delivered,230,46.88,98.69,10782.4,808.68,0,No,5
10432,Home Goods,HG-593,Supplier A,Mexico,Chicago,Express,10/24/2024,10/28/2024,10/30/2024,11/2/2024,Delivered,287,114.41,217.57,32835.67,3283.57,5,No,3
10433,Home Goods,HG-871,Global Imports,Vietnam,Houston,Land,1/16/2025,1/21/2025,1/30/2025,2/3/2025,Delivered,83,101.19,248.82,8398.77,377.94,1,Yes,2
10434,Electronics,Model-E903,Supplier A,China,Phoenix,Land,8/20/2024,8/22/2024,8/28/2024,8/29/2024,Delivered,469,109.56,171.96,51383.64,2312.26,0,No,5
10435,Electronics,Model-D274,Global Imports,China,New York,Sea,7/24/2025,7/27/2025,8/22/2025,8/22/2025,Delivered,102,94.85,195.26,9674.7,290.24,0,No,5
10436,Home Goods,HG-871,National Logistics,China,Los Angeles,Express,7/3/2025,7/8/2025,7/10/2025,7/13/2025,Delivered,498,116.9,266.13,58216.2,5821.62,0,No,5
10437,Apparel,SKU-1750,National Logistics,China,Chicago,Air,8/17/2024,8/22/2024,8/27/2024,8/29/2024,Delivered,308,64.29,111.26,19801.32,1485.1,0,No,5
10438,Home Goods,HG-753,National Logistics,China,Houston,Express,8/8/2025,8/11/2025,8/12/2025,8/11/2025,Delayed,480,11.26,26.31,5404.8,540.48,43,Yes,1
10439,Electronics,Model-D274,National Logistics,Vietnam,Phoenix,Land,6/3/2024,6/4/2024,6/10/2024,6/10/2024,Delivered,239,76.37,157.34,18252.43,821.36,0,No,5
10440,Home Goods,HG-871,Supplier C,Vietnam,New York,Sea,11/11/2023,11/16/2023,12/16/2023,12/18/2023,Delivered,306,13.28,26.48,4063.68,121.91,0,No,5
10441,Electronics,Model-D274,Supplier B,Vietnam,Los Angeles,Land,3/22/2025,3/23/2025,3/29/2025,3/29/2025,Delivered,221,150.32,301.73,33220.72,1494.93,0,No,5
10442,Electronics,Model-B583,Supplier A,China,Chicago,Air,10/5/2025,10/7/2025,10/10/2025,10/12/2025,Delivered,419,100.58,159.3,42143.02,3160.73,0,No,5
10443,Home Goods,HG-593,Supplier C,China,Houston,Sea,3/17/2024,3/19/2024,,4/24/2024,Cancelled,362,78.32,130.25,28351.84,850.56,0,No,
10444,Electronics,Model-B583,Global Imports,Germany,Phoenix,Express,10/7/2025,10/8/2025,10/10/2025,10/13/2025,Delivered,355,97.36,229.83,34562.8,3456.28,0,No,5
10445,Electronics,Model-C260,Supplier B,Vietnam,New York,Land,4/1/2024,4/5/2024,4/13/2024,4/13/2024,Delivered,158,149.84,264.23,23674.72,1065.36,0,No,5
10446,Home Goods,HG-753,National Logistics,Germany,Los Angeles,Sea,2/23/2025,2/25/2025,3/24/2025,3/25/2025,Delivered,354,129.15,269.76,45719.1,1371.57,0,No,5
10447,Electronics,Model-B583,Supplier A,Mexico,Chicago,Air,8/25/2025,8/26/2025,8/29/2025,8/28/2025,Delayed,244,119.88,281.7,29250.72,2193.8,0,No,4
10448,Apparel,SKU-2885,National Logistics,China,Houston,Air,7/6/2024,7/8/2024,7/14/2024,7/16/2024,Delivered,235,147.4,266.51,34639,2597.93,9,Yes,2
10449,Home Goods,HG-871,Global Imports,China,Phoenix,Express,2/11/2025,2/15/2025,,2/16/2025,Cancelled,102,44.56,80.94,4545.12,454.51,0,No,
10450,Electronics,Model-E903,Supplier A,Vietnam,New York,Land,4/29/2025,5/1/2025,5/13/2025,5/14/2025,Delivered,253,55.32,104.12,13995.96,629.82,0,No,5
10451,Electronics,Model-E903,Supplier B,USA,Los Angeles,Sea,12/18/2024,12/22/2024,1/30/2025,2/1/2025,Delivered,161,147.96,318.47,23821.56,714.65,0,No,5
10452,Home Goods,HG-792,National Logistics,USA,Chicago,Sea,6/24/2024,6/28/2024,8/5/2024,8/9/2024,Delivered,171,38.31,61.54,6551.01,196.53,0,No,5
10453,Electronics,Model-B583,National Logistics,Vietnam,Houston,Express,7/28/2025,8/2/2025,8/3/2025,8/7/2025,Delivered,192,25.17,47.72,4832.64,483.26,0,No,5
10454,Home Goods,HG-753,Supplier A,USA,Phoenix,Land,12/25/2024,12/27/2024,1/7/2025,1/7/2025,Delivered,281,62.57,114.71,17582.17,791.2,0,No,5
